STT,Code,Diali,GDCD,Hoahoc,KHTN,KHXH,LichSu,Ngoaingu,Nguvan,Sinhhoc,Toan,Vatli,City
539901,2000364,,,8.25,6.58,,,6.2,6.25,5.75,8.2,5.75,2
539902,2000365,8,9,,,8.33,8,5.4,8,,5.4,,2
539903,2000366,8.5,8.5,,,7.67,6,4,6.5,,6.8,,2
539904,2000367,,,5.25,6.17,,,6.8,6.5,4.75,8,8.5,2
539905,2000368,,,6.25,6.67,,,6,5.75,6.5,8.2,7.25,2
539906,2000369,,,7.25,5.92,,,7.2,6.25,6.5,6.8,4,2
539907,2000370,,,7.75,6.75,,,6.4,8,5,7.8,7.5,2
539908,2000371,,,6,6,,,7.4,6.5,5.25,8.2,6.75,2
539909,2000372,7.25,8.5,,,6.58,4,7.8,7.75,,8.2,,2
539910,2000373,,,2.75,3.75,,,6.4,6,4,6.8,4.5,2
539911,2000374,,,6.25,6.92,,,9.4,7,6.5,9.6,8,2
539912,2000375,,,6.25,5.25,,,7,6.5,4.75,7.4,4.75,2
539913,2000376,,,8.25,7.25,,,6.6,6.5,6,9,7.5,2
539914,2000377,7,6,,,5.92,4.75,4.6,4,,5.8,,2
539915,2000378,7.25,8,,,6.92,5.5,5.8,6.25,,6.2,,2
539916,2000379,4.25,7,,,4.92,3.5,4.4,3.75,,6.4,,2
539917,2000380,,,5.75,6,,,7.2,6.25,6.25,7.6,6,2
539918,2000381,,,6.25,5.83,,,4.6,5.75,5.75,7.4,5.5,2
539919,2000382,5.75,7.25,,,5.58,3.75,6.2,5.75,,5.6,,2
539920,2000383,,,7,6.08,,,8,7,4.25,8.4,7,2
539921,2000384,,,6.5,6.83,,,7.8,8,6.5,8,7.5,2
539922,2000385,,,7.5,6.92,,,7.6,6.5,6,7.8,7.25,2
539923,2000386,,,7,6.17,,,6.4,7,6,7.8,5.5,2
539924,2000387,,,6.5,6,,,7.8,8,7.5,8.6,4,2
539925,2000388,,,9.25,7.75,,,6.4,7.5,6.75,7.8,7.25,2
539926,2000389,,,4.75,5.75,,,5.2,4.25,6,7,6.5,2
539927,2000390,,,7.5,6.83,,,5.8,6.5,6.75,7.8,6.25,2
539928,2000391,,,7.5,6.67,,,5.4,5.75,6.75,9.2,5.75,2
539929,2000392,,,6.75,6.5,,,6,7.25,5.75,8.2,7,2
539930,2000393,,,8.25,6.33,,,6.4,5.75,4.25,8.8,6.5,2
539931,2000394,,,6.25,6.25,,,6.8,5.75,5.75,7.2,6.75,2
539932,2000395,,,7.25,6.75,,,6,6.25,5.75,7.4,7.25,2
539933,2000396,,,4.75,5.58,,,7.4,6,4,9,8,2
539934,2000397,,,8.25,7.17,,,7.4,6.25,5.5,8.4,7.75,2
539935,2000398,,,8,6.17,,,4.6,7,7.5,7,3,2
539936,2000399,,,4.25,6.25,,,6.6,5.75,6.75,7.8,7.75,2
539937,2000400,,,6.25,6.17,,,9,6.5,6.5,7.8,5.75,2
539938,2000401,5.5,7.25,,,6.33,6.25,8.4,6.25,,6.4,,2
539939,2000402,6.5,8,,,6.33,4.5,5.8,5.5,,7.2,,2
539940,2000403,4.75,7.25,,,5.42,4.25,3,5.5,,6.2,,2
539941,2000404,6.25,7,,,6.08,5,3.8,2,,4.2,,2
539942,2000405,7.25,7.75,,,7,6,6.4,7.25,,7.8,,2
539943,2000406,6,8.5,,,6.58,5.25,8,6,,6,,2
539944,2000407,8.25,9.5,,,8.42,7.5,7.2,8.5,,8.8,,2
539945,2000408,,,7.5,6,,,7.8,7,5.25,7.8,5.25,2
539946,2000409,7.75,9,,,7.58,6,6.6,7.5,,6,,2
539947,2000410,,,8,7.42,,,7.4,7.75,6.25,9.2,8,2
539948,2000411,8.5,10,,,8.92,8.25,9.2,7,,8,,2
539949,2000412,7.75,9,,,7.33,5.25,5,6,,6.6,,2
539950,2000413,6.75,8,,,6.33,4.25,6.8,8.25,,7.6,,2
539951,2000414,5.75,8.75,,,6.92,6.25,5.6,7.75,,7.6,,2
539952,2000415,,,8.25,7.75,,,7,6.75,7.25,9,7.75,2
539953,2000416,,,8.5,7,,,4.6,6.5,7,9.2,5.5,2
539954,2000417,,,6,5.67,,,8,7,5.75,8,5.25,2
539955,2000418,,,6.75,6.67,,,5,6.75,5.25,8,8,2
539956,2000419,,,6.75,6.17,,,7.6,6.75,6.25,8.2,5.5,2
539957,2000420,,,6.75,6.5,,,8.2,6.25,5.75,7.8,7,2
539958,2000421,6.75,7.25,,,6.17,4.5,6.6,7.75,,7.8,,2
539959,2000422,6.75,8.5,,,7.17,6.25,8.2,8,,8.8,,2
539960,2000423,,,7.5,7.17,,,5.8,7.5,6.25,8.8,7.75,2
539961,2000424,6.75,9.25,,,7.67,7,7,8,,7.8,,2
539962,2000425,6.25,8,,,6.58,5.5,7.4,8,,7,,2
539963,2000426,,,5.75,5.75,,,5,5.75,5.5,7.2,6,2
539964,2000427,7,8,,,7.08,6.25,7.8,7.5,,8.4,,2
539965,2000428,,,6.75,6.5,,,8,7.75,7,8.8,5.75,2
539966,2000429,,,6.25,7.08,,,6.4,6,7.25,7.6,7.75,2
539967,2000430,,,7,6.58,,,6,6.5,6.25,8.8,6.5,2
539968,2000431,,,5.5,5.42,,,8,8,4.25,8,6.5,2
539969,2000432,7.5,8.75,,,7.42,6,8,7,,8,,2
539970,2000433,7.25,8.75,,,6.67,4,6.2,7,,8.2,,2
539971,2000434,7.5,9.25,,,7.75,6.5,6.2,7.5,,7.6,,2
539972,2000435,,,4,5,,,7.8,6.75,4.25,7.8,6.75,2
539973,2000436,8.75,8.75,,,8.17,7,8,7.25,,9.4,,2
539974,2000437,5.5,6,,,5,3.5,3.2,6.5,,7.6,,2
539975,2000438,5.25,7.75,,,6.17,5.5,7.4,7,,7.4,,2
539976,2000439,,,5.25,5.5,,,8.4,6,4,8.2,7.25,2
539977,2000440,,,8.25,7.17,,,7.6,6.25,5,8.4,8.25,2
539978,2000441,,,7.25,6.25,,,7.4,6.5,4.75,8,6.75,2
539979,2000442,,,4.5,4.58,,,8.2,5.5,3.5,6.2,5.75,2
539980,2000443,,,8,7.17,,,4.6,6.25,5.5,8.4,8,2
539981,2000444,,,8.5,7.17,,,6,3.5,5.5,8.2,7.5,2
539982,2000445,,,6,5.17,,,5.8,5,5.75,6.6,3.75,2
539983,2000446,,,8.5,7.75,,,5.4,5.5,6.75,8.6,8,2
539984,2000447,,,7.25,6.58,,,7.8,5.5,5.5,7,7,2
539985,2000448,,,7,7.08,,,7,6.75,6,8.8,8.25,2
539986,2000449,,,6,5.33,,,4.6,4.75,6.5,6.2,3.5,2
539987,2000450,,,6.25,5.83,,,6,7.25,4.75,9.4,6.5,2
539988,2000451,,,7.5,6.5,,,5.8,6.5,6,7.8,6,2
539989,2000452,7.75,8.75,,,6.92,4.25,5.6,6.75,,7.4,,2
539990,2000453,,,4.25,4.67,,,3.8,6.25,3.75,6.6,6,2
539991,2000454,6.5,9,,,7.42,6.75,7,7.25,,6.4,,2
539992,2000455,,,6.25,6.33,,,6.8,5.25,6,7.2,6.75,2
539993,2000456,,,6,6,,,8.2,5.5,5,8,7,2
539994,2000457,7.75,8.5,,,7.08,5,7.8,8,,7.2,,2
539995,2000458,6.5,8.25,,,6.92,6,5.8,6.75,,7.2,,2
539996,2000459,,,7.25,6,,,5,6.75,5.75,7.6,5,2
539997,2000460,,,4.75,6.17,,,6,7.25,6,7.4,7.75,2
539998,2000461,,,8.25,7.25,,,7,6.5,8.25,8.8,5.25,2
539999,2000462,,,6.75,6.5,,,3.8,6.75,5.5,7.4,7.25,2
540000,2000463,7,9,,,7,5,5.6,6.25,,6.2,,2
540001,2000464,,,4.75,5.17,,,3.8,7.25,3.75,8.2,7,2
540002,2000465,,,8.5,6.83,,,4.6,6.75,6.75,9,5.25,2
540003,2000466,,,7.75,7.75,,,5.8,6.75,7.75,8,7.75,2
540004,2000467,,,6.5,5.17,,,7.2,8,3.25,7.6,5.75,2
540005,2000468,,,7.25,6.08,,,6.6,6.75,4.75,8.2,6.25,2
540006,2000469,,,8,6.5,,,7.4,6.75,4.75,8.4,6.75,2
540007,2000470,7.25,8,,,6.75,5,6,5,,7.2,,2
540008,2000471,,,6.25,6.08,,,6.2,7.75,4.5,7.6,7.5,2
540009,2000472,8.5,8.75,,,8,6.75,7.8,7.75,,7.8,,2
540010,2000473,6.75,8.5,,,6.67,4.75,8.8,8,,7.2,,2
540011,2000474,7.25,8.5,,,7.83,7.75,9,7.75,,8.2,,2
540012,2000475,8,8.5,,,7.67,6.5,8.8,8,,8.8,,2
540013,2000476,,,6.75,6.75,,,8.4,6.25,7,8.8,6.5,2
540014,2000477,,,7.75,6.92,,,6.4,6.75,7.5,8,5.5,2
540015,2000478,,,7.5,6.92,,,6.2,6.75,5.75,8.6,7.5,2
540016,2000479,,,7,6.17,,,8,7.25,4.25,7.6,7.25,2
540017,2000480,,,6.5,5.75,,,6.6,6.5,4.75,8.4,6,2
540018,2000481,,,7.75,7.58,,,7.4,6.75,7,8.6,8,2
540019,2000482,7.75,8.75,,,7.92,7.25,7,8.25,,8.6,,2
540020,2000483,,,8.75,7.42,,,6.6,7.75,8.25,8.6,5.25,2
540021,2000484,,,8.25,6.42,,,7.8,7.75,4.5,8,6.5,2
540022,2000485,,,6.5,6.33,,,7.4,7,6.25,7,6.25,2
540023,2000486,,,5.5,5.75,,,8.8,7.5,4.75,8.6,7,2
540024,2000487,,,7,7.17,,,5.4,7,7.75,8.2,6.75,2
540025,2000488,6.75,8.75,,,6.83,5,7.8,8.75,,9,,2
540026,2000489,7,8,,,6.75,5.25,4.2,7,,7.2,,2
540027,2000490,6,7.75,,,5.75,3.5,4.8,7.75,,6,,2
540028,2000491,,,7.25,6.58,,,5.6,7.25,7,8.2,5.5,2
540029,2000492,,,6,5.42,,,8,8.25,4.25,8,6,2
540030,2000493,,,6.75,7.42,,,6.2,8.25,6.75,9.2,8.75,2
540031,2000494,,,6.25,6.58,,,6.6,7.5,5,7.8,8.5,2
540032,2000495,,,8.25,7.42,,,8.8,7.5,6.5,8,7.5,2
540033,2000496,,,7,6.67,,,6.6,6.25,4.5,8.4,8.5,2
540034,2000497,,,3,4.17,,,3.6,6.75,4.5,6.2,5,2
540035,2000498,7.5,8.5,,,7.42,6.25,7.6,6.75,,6.2,,2
540036,2000499,6.25,9,,,6.92,5.5,5.6,6.5,,5.4,,2
540037,2000500,,,5,6.25,,,3,6,5.75,8,8,2
540038,2000501,,,4,5.08,,,6.6,5.5,4.5,7.6,6.75,2
540039,2000502,,,8.25,6,,,4.6,6.25,4.75,7.4,5,2
540040,2000503,,,4.5,4.83,,,8.2,5.25,4.75,8.2,5.25,2
540041,2000504,,,3.75,5,,,8.8,6,4.5,8.4,6.75,2
540042,2000505,,,6.5,5.67,,,7.6,5,3.75,6.8,6.75,2
540043,2000506,,,5.75,5.75,,,7.4,6.5,4.25,8,7.25,2
540044,2000507,5.75,9.25,,,6.67,5,7.8,7,,6.8,,2
540045,2000508,,,7,6.25,,,6.6,7.25,5.5,7.6,6.25,2
540046,2000509,,,7,6.42,,,5.4,6.75,5.5,8.4,6.75,2
540047,2000510,6.75,7.75,,,6.58,5.25,6.8,8.5,,6.8,,2
540048,2000511,8,8,,,7.25,5.75,6.6,6.75,,8.2,,2
540049,2000512,,,4.75,5.08,,,3.4,8,5.25,7,5.25,2
540050,2000513,,,6.25,6.75,,,5.8,7,6,7,8,2
540051,2000514,5.75,8.5,,,5.33,1.75,6.8,6.25,,7.6,,2
540052,2000515,,,8,6.75,,,7.2,5.5,5,9,7.25,2
540053,2000516,,,8,6.67,,,6.2,7.25,4.25,8.6,7.75,2
540054,2000517,8.5,9.25,,,8.75,8.5,6.6,8.25,,8.2,,2
540055,2000518,,,7.75,6.58,,,5.6,7.5,5.5,7.8,6.5,2
540056,2000519,8,8.75,,,8.08,7.5,6,7.5,,7.8,,2
540057,2000520,8,7.75,,,7.17,5.75,7.2,7.5,,7,,2
540058,2000522,,,5.75,6.42,,,8.4,6.5,5.5,7.6,8,2
540059,2000523,6.25,8.5,,,6.58,5,8.2,7.75,,7.4,,2
540060,2000524,5.25,5.5,,,4.83,3.75,3.6,3.75,,4.8,,2
540061,2000525,,,6.5,6.5,,,5.2,5.75,6,7.2,7,2
540062,2000526,,,4,4.83,,,4.4,4,5.25,4.8,5.25,2
540063,2000527,,,8.5,7.42,,,4.4,6.25,6.5,9,7.25,2
540064,2000528,,,7,6.58,,,6,6.25,6.25,6.8,6.5,2
540065,2000529,,,4.25,5.42,,,6.8,6.75,4.25,7,7.75,2
540066,2000530,,,8.25,7.08,,,5.2,6.5,7,8.2,6,2
540067,2000531,,,7.25,6.25,,,5.4,7.5,4.75,8,6.75,2
540068,2000532,,,7.75,6.58,,,6.2,6,4.5,9.6,7.5,2
540069,2000533,,,4.5,5.33,,,6.8,6.75,4,8,7.5,2
540070,2000534,5.75,7,,,5.17,2.75,3.6,6.75,,7.2,,2
540071,2000535,,,5.25,6.17,,,4.6,6,6,7.4,7.25,2
540072,2000536,,,6.25,5.58,,,5.8,7,5,6.6,5.5,2
540073,2000537,,,5.5,5.92,,,5,6.75,6.75,6.6,5.5,2
540074,2000538,7,6,,,6.17,5.5,7.6,8,,8.2,,2
540075,2000539,6,8,,,7.25,7.75,8.4,6.75,,7.4,,2
540076,2000540,6.5,8.75,,,7.75,8,6.4,8.5,,7,,2
540077,2000541,7.5,9,,,8,7.5,8,8.25,,8.4,,2
540078,2000542,,,4.5,5.33,,,4.8,6.75,5.75,6.8,5.75,2
540079,2000543,,,7.5,7,,,8,5.5,6,7.8,7.5,2
540080,2000544,6.5,9,,,7.08,5.75,3.8,5.25,,6.2,,2
540081,2000545,,,6.75,6.75,,,8.4,5.5,5.75,8.2,7.75,2
540082,2000546,,,8.25,6.67,,,5.4,6.25,5,8.2,6.75,2
540083,2000547,,,6.75,6.75,,,8.2,6.25,5.25,7.2,8.25,2
540084,2000548,,,8.5,6.58,,,3.4,4.75,7.5,8.8,3.75,2
540085,2000549,,,5.75,6,,,6.2,7,6,7,6.25,2
540086,2000550,,,5.75,5.25,,,5.6,7.25,4.25,7.2,5.75,2
540087,2000551,,,7.75,6.92,,,7.2,7.75,6.25,8.2,6.75,2
540088,2000552,,,5.25,5.33,,,4,6.75,4.5,6.2,6.25,2
540089,2000553,,,7.5,7.25,,,8.8,6.5,7.5,8,6.75,2
540090,2000554,,,3.5,5.58,,,5.2,6.5,4.5,8.4,8.75,2
540091,2000555,,,7.75,5.75,,,7.4,7.25,3.75,8.4,5.75,2
540092,2000556,,,5.25,5.5,,,8,7.25,5.5,6,5.75,2
540093,2000557,,,8.5,7.08,,,7.2,6,4.25,9,8.5,2
540094,2000558,,,4.75,5.25,,,6.6,6.75,5,6.4,6,2
540095,2000559,,,6.5,6.92,,,6.4,8.25,7,8,7.25,2
540096,2000560,7.25,8.25,,,7.67,7.5,6.2,6.75,,6.4,,2
540097,2000561,,,5.25,5.58,,,7.4,7.75,4.5,7.8,7,2
540098,2000562,,,8.25,6.92,,,7,6.5,4.25,8.4,8.25,2
540099,2000563,,,7.25,6.25,,,7,7,4.5,7.8,7,2
540100,2000564,5.25,7.5,,,5.17,2.75,5.4,5.75,,8,,2
540101,2000565,,,8.25,8,,,8.8,7.25,7.25,8.4,8.5,2
540102,2000566,,,6,6.92,,,5.6,7.25,7.25,8,7.5,2
540103,2000567,6.5,9,,,7.25,6.25,8.4,8,,8.6,,2
540104,2000568,,,5.75,5,,,6,8.25,4.75,7.4,4.5,2
540105,2000569,,,8.5,7.33,,,7.8,4.5,6,8.2,7.5,2
540106,2000570,,,7,6.83,,,6,6.75,6.75,9,6.75,2
540107,2000571,6.25,7.25,,,5.5,3,4.4,4,,5.6,,2
540108,2000572,,,8.75,6.83,,,6.8,6,4,8.4,7.75,2
540109,2000573,,,5.75,4.83,,,6.2,6.5,3.25,7,5.5,2
540110,2000574,,,7.5,6.33,,,5.2,7,5.25,9,6.25,2
540111,2000575,,,5.25,5.42,,,6.4,6.75,5.25,7,5.75,2
540112,2000576,,,5,5.25,,,7.4,7.75,6,8.2,4.75,2
540113,2000577,,,8.5,6.42,,,8.2,7.75,5.5,7.4,5.25,2
540114,2000578,,,7,5.92,,,6.2,7.5,4,8.2,6.75,2
540115,2000579,,,8.25,6.5,,,6.6,7,4,8.8,7.25,2
540116,2000580,6.5,9,,,7.08,5.75,7.2,5.75,,6.8,,2
540117,2000581,8,9.25,,,8,6.75,9,7.75,,7.8,,2
540118,2000582,6.25,8.5,,,6.75,5.5,6,8.5,,7.6,,2
540119,2000583,6.25,7,,,6,4.75,5.8,7.5,,8,,2
540120,2000584,,,7.5,7.17,,,8.4,8,6.25,9,7.75,2
540121,2000585,,,6.25,6.25,,,7.6,5.91,4.75,7.6,7.75,2
540122,2000586,7.75,6.5,,,6.5,5.25,6.6,7.75,,7.6,,2
540123,2000587,,,5.5,6.25,,,8.2,8.25,6,8.6,7.25,2
540124,2000588,8,9,,,7.92,6.75,7.8,7.75,,7.8,,2
540125,2000589,,,4.75,5.33,,,7.2,8.25,4.25,8.6,7,2
540126,2000590,7.75,8.25,,,7.17,5.5,7.8,6.5,,7.2,,2
540127,2000591,,,5.25,5.5,,,4.6,6.75,4.25,7,7,2
540128,2000592,,,4.75,5.25,,,8.2,5.5,5.25,7.6,5.75,2
540129,2000593,,,6.5,6,,,4.6,7.75,5,7.2,6.5,2
540130,2000594,7.5,9,,,7.25,5.25,5.8,7,,7,,2
540131,2000595,,,6.75,5.5,,,5,5.75,4.5,7.4,5.25,2
540132,2000596,8.75,9.25,,,8.08,6.25,7.2,7.75,,7.8,,2
540133,2000597,,,6.75,6.42,,,9,7.75,6.75,8,5.75,2
540134,2000598,5.75,8,,,6,4.25,3.8,7.5,,6.2,,2
540135,2000599,,,8.75,6.83,,,5.6,7,4.25,8.4,7.5,2
540136,2000600,,,5.5,5.25,,,8,7.75,3.75,8.6,6.5,2
540137,2000601,,,3.25,4.75,,,7.4,7.25,4,7.6,7,2
540138,2000602,,,8.25,7.67,,,9.4,6.5,6.5,8.8,8.25,2
540139,2000603,,,6.25,6.08,,,9,7,4.75,7.4,7.25,2
540140,2000604,,,7,6.25,,,6.4,6.25,4.5,7.6,7.25,2
540141,2000605,,,7,6.75,,,6.8,5.25,6.5,6.2,6.75,2
540142,2000606,,,3.25,4.83,,,8.2,6.5,3.75,8.6,7.5,2
540143,2000607,,,8,7.25,,,7.8,7.5,6,8.8,7.75,2
540144,2000608,7,8,,,7,6,6.2,6.75,,7.2,,2
540145,2000609,,,4,4.67,,,7.6,6.75,3.5,8.4,6.5,2
540146,2000610,,,8.25,7.5,,,6.4,5.25,7.25,8.8,7,2
540147,2000611,,,5,5.42,,,5.8,5,5.25,5.8,6,2
540148,2000612,5,8.25,,,5.92,4.5,5.6,6.75,,6.8,,2
540149,2000613,,,3.5,4.83,,,7.4,8.25,4,8.4,7,2
540150,2000614,,,7.5,7.25,,,6,8.25,7.75,7.6,6.5,2
540151,2000615,7.5,8,,,7.75,7.75,6.8,8,,8,,2
540152,2000616,,,7.5,6.08,,,7.2,7.5,6,6.6,4.75,2
540153,2000617,,,9,7.58,,,7.2,8,6,7.8,7.75,2
540154,2000618,5.5,8.75,,,6.33,4.75,6.6,8,,8,,2
540155,2000619,,,8.25,6.42,,,8,7,5.25,8.8,5.75,2
540156,2000620,,,6.25,5.75,,,7.6,7,5.5,8.8,5.5,2
540157,2000621,,,7.5,6.25,,,5.4,6.75,6.25,8.2,5,2
540158,2000622,6.25,7.25,,,6.25,5.25,6.4,7,,7.4,,2
540159,2000623,7.25,8.75,,,6.5,3.5,1.8,6,,6,,2
540160,2000624,,,7.75,7.08,,,6.4,7.25,6,8.2,7.5,2
540161,2000625,,,7,5.75,,,5.6,7.25,5.5,7.2,4.75,2
540162,2000626,7,9,,,6.67,4,5.4,7.25,,5.6,,2
540163,2000627,,,7,7,,,8.2,8,6.25,8.2,7.75,2
540164,2000628,,,7.5,5.75,,,7.2,7.75,4.25,8.4,5.5,2
540165,2000629,7,9.75,,,8.08,7.5,7,7.5,,8.6,,2
540166,2000630,7.25,7.75,,,6.33,4,4.6,8.25,,8,,2
540167,2000631,7.75,8.75,,,7.92,7.25,9.8,6.5,,7.4,,2
540168,2000632,7,8,,,6.58,4.75,6.8,7.5,,6.6,,2
540169,2000633,,,8.25,6.67,,,7.6,8,4.5,9,7.25,2
540170,2000634,,,6,5.58,,,7.8,6,6,5.4,4.75,2
540171,2000635,7.5,8,,,6.92,5.25,6.4,6.25,,7.6,,2
540172,2000636,7,7.75,,,6.67,5.25,2.8,7.25,,5.4,,2
540173,2000637,6.25,8.5,,,6.83,5.75,6.4,7.5,,7.8,,2
540174,2000638,6.5,8.5,,,7.33,7,7.2,7.25,,8.4,,2
540175,2000639,,,7,6.33,,,5.6,6.75,7.5,7.2,4.5,2
540176,2000640,7.5,8.5,,,7.33,6,9,7.5,,7.8,,2
540177,2000641,,,6.75,6.08,,,7.6,7,6.75,8,4.75,2
540178,2000642,,,6.75,7.17,,,8,8,7.25,8.4,7.5,2
540179,2000643,,,4.75,5.5,,,4.8,6.5,4.75,6.8,7,2
540180,2000644,,,7,6.08,,,4.8,7,6.75,8.4,4.5,2
540181,2000645,,,8,7,,,7.8,7,8,8.8,5,2
540182,2000646,5.5,6.25,,,5.42,4.5,3.8,6.5,,6.2,,2
540183,2000647,,,6.25,6.17,,,6,7.75,5.75,7.4,6.5,2
540184,2000648,,,7.25,7,,,8.6,7.5,6.5,8,7.25,2
540185,2000649,6.5,7,,,6.17,5,4.8,6,,5.4,,2
540186,2000650,5.5,6,,,4.92,3.25,2.2,4.75,,3.8,,2
540187,2000651,6,8.75,,,6.58,5,4.2,7,,8,,2
540188,2000652,,,6.75,5.75,,,4.8,4.75,5.25,7.2,5.25,2
540189,2000653,7.75,9,,,6.92,4,3.8,4.75,,5.6,,2
540190,2000654,8.25,8.5,,,8.17,7.75,8.2,8,,8.4,,2
540191,2000655,7,8.75,,,6.75,4.5,4,6,,5.6,,2
540192,2000656,,,8,7,,,6.6,5.5,6,8,7,2
540193,2000657,7.75,8.5,,,7.83,7.25,7.4,7.25,,8.2,,2
540194,2000658,5.5,7.25,,,6.25,6,4.6,6.5,,5.6,,2
540195,2000659,8.25,9,,,8.33,7.75,8.2,8.25,,8.2,,2
540196,2000660,5.5,6.75,,,5.08,3,6.2,6.25,,5.2,,2
540197,2000661,,,3,4.33,,,5.4,7,4.75,8,5.25,2
540198,2000662,,,7.5,6.75,,,7.2,6.75,4.75,7.8,8,2
540199,2000663,,,7.5,7.5,,,8,8,6.75,9.4,8.25,2
540200,2000664,,,8.25,7,,,8.6,7.75,4.75,8,8,2
540201,2000665,7,8.5,,,6.83,5,5.6,7.25,,7.4,,2
540202,2000666,,,7.25,7.25,,,6.2,7.75,7.5,7.2,7,2
540203,2000667,,,8.25,6.75,,,5.4,7.75,4.75,7.8,7.25,2
540204,2000668,,,7.25,5.58,,,6.2,7.25,5.25,6.6,4.25,2
540205,2000669,7.75,8.75,,,8.42,8.75,7,6.25,,8,,2
540206,2000670,7.25,9.25,,,7.83,7,5.8,8.25,,6.4,,2
540207,2000671,8.5,9.25,,,8.17,6.75,7,7.5,,7.2,,2
540208,2000672,,,9,7.33,,,6.6,7.5,4.5,9,8.5,2
540209,2000673,8.25,7,,,6.92,5.5,5.2,6.25,,6.2,,2
540210,2000674,7,8.25,,,7.58,7.5,7.4,8.5,,7.8,,2
540211,2000675,6.5,8.25,,,6.33,4.25,2.8,7,,6.4,,2
540212,2000676,6,7,,,5.58,3.75,4,5.75,,4.4,,2
540213,2000677,6.75,9,,,7.42,6.5,5.8,8,,7.4,,2
540214,2000678,6,8.25,,,5.92,3.5,3.4,8,,6.8,,2
540215,2000679,7.5,8,,,6.33,3.5,8.2,7,,5.2,,2
540216,2000680,6,5.5,,,5,3.5,6.8,6.25,,7.2,,2
540217,2000681,,,6.75,6.75,,,8.8,7.5,6.25,8.2,7.25,2
540218,2000682,,,6.5,6.08,,,5.4,6,5.75,8,6,2
540219,2000683,7.25,8.75,,,6.92,4.75,4.6,5.75,,5.6,,2
540220,2000684,7,7.75,,,6.58,5,5,5.75,,7,,2
540221,2000685,6,8.5,,,6.42,4.75,6,6.5,,7.4,,2
540222,2000686,,,6.25,6.75,,,8,6,6,9,8,2
540223,2000687,7,8.5,,,7.17,6,7.6,7.75,,9,,2
540224,2000688,,,7.5,6.25,,,6.4,6.25,5.75,7,5.5,2
540225,2000689,,,5.5,5.83,,,9,7.75,4.75,9,7.25,2
540226,2000690,8.25,8.25,,,8.17,8,6.8,7.75,,8.4,,2
540227,2000691,6,7.75,,,5.67,3.25,3,6,,5.6,,2
540228,2000692,,,7.5,6.83,,,6.6,6.75,7,8,6,2
540229,2000693,,,6,6.25,,,6.8,5.25,6,8.4,6.75,2
540230,2000694,7.25,8.5,,,7.08,5.5,5.2,6.25,,7.2,,2
540231,2000695,,,5.5,5.25,,,7.6,6,3.5,9,6.75,2
540232,2000696,7.75,9.5,,,7.83,6.25,8.6,7.75,,6.8,,2
540233,2000697,7.5,8.75,,,7.83,7.25,5.6,7.5,,6.6,,2
540234,2000698,,,6.25,6.5,,,9,6.25,6.75,8,6.5,2
540235,2000699,,,3.25,4.42,,,7.4,7.5,4.25,8.2,5.75,2
540236,2000700,,,6.25,6.25,,,8,7,4.25,7.8,8.25,2
540237,2000701,,,7.5,5.75,,,5,6.75,5.5,7.8,4.25,2
540238,2000702,,,4.75,6.42,,,6.8,7.5,6.75,8.2,7.75,2
540239,2000703,6,8,,,6.42,5.25,8.2,7.5,,7,,2
540240,2000704,,,6.75,6.42,,,6.4,7.5,5.75,7.8,6.75,2
540241,2000705,,,6.25,6.25,,,6.6,7.25,5,9.2,7.5,2
540242,2000706,7.25,7.5,,,6.67,5.25,5.4,6.5,,6.4,,2
540243,2000707,,,5.75,6.42,,,8.6,6.5,5.75,8.6,7.75,2
540244,2000708,,,6.25,6.75,,,9.2,7,6,9,8,2
540245,2000709,,,5,5.5,,,5.8,6.5,5.25,5.6,6.25,2
540246,2000710,,,6.75,5.67,,,9.4,6.75,3.75,7.8,6.5,2
540247,2000711,,,5,6,,,8,6.75,5.25,9.2,7.75,2
540248,2000712,4.25,6.75,,,5.33,5,2.2,5.25,,5.2,,2
540249,2000713,,,8,6.58,,,5.8,5.25,3.5,8.8,8.25,2
540250,2000714,,,5,5.83,,,8,5.5,5,8.2,7.5,2
540251,2000715,,,8.5,6.83,,,7.4,6.25,6,8.8,6,2
540252,2000716,,,8,6.83,,,6.6,7,5.25,8.8,7.25,2
540253,2000717,,,8.25,7.25,,,6.6,6.5,6.75,8.2,6.75,2
540254,2000718,7.25,8.25,,,6.83,5,5.8,7.25,,6.4,,2
540255,2000719,,,6.75,6.25,,,6,7.25,6.25,8,5.75,2
540256,2000720,,,7.5,6.42,,,7.4,8.25,5.25,8.4,6.5,2
540257,2000721,,,5.5,5.83,,,9.2,7.5,5.5,8,6.5,2
540258,2000722,5.75,9,,,6.58,5,2.8,5.75,,7.8,,2
540259,2000723,7,8.75,,,6.58,4,6.8,6.75,,7.4,,2
540260,2000724,,,5.25,5.25,,,4.2,7,4.5,7.8,6,2
540261,2000725,,,6.25,6.75,,,6.8,7,6,8.4,8,2
540262,2000726,6.75,8.75,,,7.5,7,8.6,7.75,,8.4,,2
540263,2000727,5.25,8.5,,,5.83,3.75,8.4,7.75,,7.8,,2
540264,2000728,7.5,8.75,,,7.42,6,4.8,7.25,,6.6,,2
540265,2000729,,,5.25,5.5,,,7.8,7,3.25,8.2,8,2
540266,2000730,6.75,8,,,6.58,5,1.8,4,,4.6,,2
540267,2000731,7.75,9.25,,,8,7,7.2,8.25,,8.4,,2
