Number,Age,Age,Gender,MaritalStatus,EducationLevel,EducationLevel,EducationBackground,JobRole,EnvironmentSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,RelationshipSatisfaction,WorkLifeBalance,WorkLifeBalance,TotalWorkExperienceInYears,TotalWorkExperienceInYears,ExperienceYearsInCurrentRole,ExperienceYearsInCurrentRole,PerformanceRating,PerformanceResult
E1001314,38,Main labor group,Male,Single,4,Master,Life Sciences,Sales Executive,2,Medium,3,High,3,Better,19,Gold range,0,no exps,3,Meet Expectation
E1001315,26,Main labor group,Male,Single,2,College,Medical,Sales Executive,2,Medium,4,Very High,3,Better,7,Silver range,2,Copper range,1,Does not Meet Minimum
E1001316,52,Old labor group,Female,Married,1,Below College,Marketing,Manager,1,Low,4,Very High,3,Better,33,Diamond range,14,Gold range,2,Needs Improvement
E1001317,44,Middle-aged labor group,Female,Married,3,Bachelor,Medical,Sales Executive,4,Very High,3,High,3,Better,23,Diamond range,11,Gold range,3,Meet Expectation
E1001318,50,Middle-aged labor group,Female,Married,3,Bachelor,Life Sciences,Sales Executive,4,Very High,1,Low,3,Better,19,Gold range,7,Silver range,3,Meet Expectation
E1001321,39,Main labor group,Female,Single,3,Bachelor,Medical,Manufacturing Director,4,Very High,3,High,3,Better,21,Diamond range,6,Silver range,3,Meet Expectation
E1001322,33,Main labor group,Female,Single,1,Below College,Life Sciences,Sales Representative,2,Medium,4,Very High,2,Good,3,Copper range,2,Copper range,1,Does not Meet Minimum
E1001323,45,Middle-aged labor group,Female,Married,2,College,Life Sciences,Manager,4,Very High,2,Medium,4,Best,26,Diamond range,3,Copper range,3,Meet Expectation
E1001324,32,Main labor group,Female,Single,4,Master,Medical,Senior Manager R&D,4,Very High,2,Medium,3,Better,10,Silver range,7,Silver range,3,Meet Expectation
E1001325,34,Main labor group,Male,Divorced,4,Master,Marketing,Sales Executive,2,Medium,4,Very High,2,Good,16,Gold range,1,Copper range,3,Meet Expectation
E1001326,59,Old labor group,Male,Married,2,College,Technical Degree,Manager,2,Medium,3,High,1,Bad,14,Gold range,4,Copper range,3,Meet Expectation
E1001327,45,Middle-aged labor group,Male,Single,4,Master,Medical,Human Resources,2,Medium,1,Low,3,Better,6,Silver range,3,Copper range,3,Meet Expectation
E1001330,36,Main labor group,Male,Divorced,3,Bachelor,Other,Laboratory Technician,1,Low,2,Medium,2,Good,9,Silver range,0,no exps,3,Meet Expectation
E1001331,26,Main labor group,Male,Married,3,Bachelor,Life Sciences,Research Scientist,1,Low,2,Medium,3,Better,6,Silver range,2,Copper range,1,Does not Meet Minimum
E1001334,28,Main labor group,Male,Married,1,Below College,Medical,Sales Representative,4,Very High,2,Medium,3,Better,1,Copper range,0,no exps,4,Exceed Expectation
E1001338,38,Main labor group,Male,Married,4,Master,Other,Senior Manager R&D,3,High,1,Low,3,Better,8,Silver range,2,Copper range,3,Meet Expectation
E1001339,50,Middle-aged labor group,Male,Married,4,Master,Medical,Senior Manager R&D,2,Medium,4,Very High,2,Good,29,Diamond range,1,Copper range,3,Meet Expectation
E1001340,37,Main labor group,Female,Single,3,Bachelor,Other,Healthcare Representative,4,Very High,1,Low,2,Good,8,Silver range,3,Copper range,3,Meet Expectation
E1001344,40,Main labor group,Male,Married,3,Bachelor,Marketing,Sales Executive,3,High,2,Medium,2,Good,8,Silver range,7,Silver range,3,Meet Expectation
E1001346,26,Main labor group,Female,Divorced,1,Below College,Medical,Research Scientist,1,Low,3,High,3,Better,5,Copper range,3,Copper range,1,Does not Meet Minimum
E1001348,54,Old labor group,Female,Married,4,Master,Life Sciences,Sales Executive,3,High,2,Medium,3,Better,13,Gold range,4,Copper range,3,Meet Expectation
E1001349,56,Old labor group,Female,Married,3,Bachelor,Medical,Senior Manager R&D,1,Low,2,Medium,3,Better,18,Gold range,4,Copper range,3,Meet Expectation
E1001351,36,Main labor group,Female,Single,5,Doctor,Medical,Manufacturing Director,4,Very High,2,Medium,2,Good,15,Gold range,8,Silver range,3,Meet Expectation
E1001352,55,Old labor group,Male,Single,1,Below College,Medical,Manager,3,High,2,Medium,4,Best,31,Diamond range,7,Silver range,4,Exceed Expectation
E1001354,43,Middle-aged labor group,Male,Divorced,3,Bachelor,Medical,Sales Executive,3,High,3,High,3,Better,18,Gold range,0,no exps,3,Meet Expectation
E1001355,20,Young labor group,Female,Single,3,Bachelor,Marketing,Sales Representative,4,Very High,2,Medium,3,Better,2,Copper range,2,Copper range,3,Meet Expectation
E1001357,21,Young labor group,Female,Single,3,Bachelor,Life Sciences,Senior Manager R&D,3,High,1,Low,2,Good,1,Copper range,0,no exps,3,Meet Expectation
E1001358,46,Middle-aged labor group,Female,Divorced,4,Master,Life Sciences,Senior Manager R&D,4,Very High,1,Low,3,Better,19,Gold range,13,Gold range,4,Exceed Expectation
E1001360,28,Main labor group,Male,Single,2,College,Technical Degree,Senior Manager R&D,2,Medium,1,Low,2,Good,10,Silver range,7,Silver range,2,Needs Improvement
E1001361,26,Main labor group,Male,Married,2,College,Medical,Laboratory Technician,1,Low,1,Low,3,Better,6,Silver range,3,Copper range,1,Does not Meet Minimum
E1001362,30,Main labor group,Male,Married,3,Bachelor,Other,Senior Manager R&D,3,High,3,High,2,Good,7,Silver range,2,Copper range,3,Meet Expectation
E1001366,38,Main labor group,Female,Married,1,Below College,Life Sciences,Healthcare Representative,3,High,1,Low,2,Good,20,Gold range,9,Silver range,3,Meet Expectation
E1001370,40,Main labor group,Male,Married,4,Master,Technical Degree,Senior Manager R&D,1,Low,4,Very High,3,Better,14,Gold range,10,Silver range,2,Needs Improvement
E1001372,27,Main labor group,Male,Married,5,Doctor,Life Sciences,Senior Manager R&D,1,Low,4,Very High,3,Better,3,Copper range,2,Copper range,1,Does not Meet Minimum
E1001374,55,Old labor group,Male,Married,1,Below College,Life Sciences,Manager R&D,4,Very High,2,Medium,3,Better,23,Diamond range,2,Copper range,3,Meet Expectation
E1001376,44,Middle-aged labor group,Male,Married,2,College,Medical,Human Resources,2,Medium,4,Very High,3,Better,24,Diamond range,6,Silver range,2,Needs Improvement
E1001379,33,Main labor group,Female,Single,4,Master,Medical,Research Scientist,1,Low,2,Medium,3,Better,14,Gold range,7,Silver range,2,Needs Improvement
E1001381,34,Main labor group,Male,Single,1,Below College,Life Sciences,Healthcare Representative,1,Low,3,High,2,Good,7,Silver range,2,Copper range,3,Meet Expectation
E1001384,25,Main labor group,Male,Married,1,Below College,Technical Degree,Manager R&D,4,Very High,2,Medium,4,Best,7,Silver range,7,Silver range,3,Meet Expectation
E1001385,26,Main labor group,Male,Divorced,3,Bachelor,Medical,Manager R&D,1,Low,3,High,2,Good,1,Copper range,1,Copper range,4,Exceed Expectation
E1001387,42,Middle-aged labor group,Male,Married,2,College,Medical,Manager,4,Very High,4,Very High,3,Better,23,Diamond range,6,Silver range,3,Meet Expectation
E1001389,28,Main labor group,Male,Divorced,3,Bachelor,Medical,Manager R&D,1,Low,1,Low,3,Better,1,Copper range,0,no exps,3,Meet Expectation
E1001391,50,Middle-aged labor group,Male,Single,4,Master,Other,Sales Executive,4,Very High,4,Very High,3,Better,5,Copper range,0,no exps,3,Meet Expectation
E1001392,33,Main labor group,Female,Married,3,Bachelor,Life Sciences,Sales Executive,4,Very High,3,High,3,Better,4,Copper range,2,Copper range,3,Meet Expectation
E1001393,34,Main labor group,Male,Married,4,Master,Life Sciences,Research Scientist,3,High,4,Very High,3,Better,6,Silver range,0,no exps,3,Meet Expectation
E1001394,48,Middle-aged labor group,Male,Single,4,Master,Medical,Manager R&D,1,Low,3,High,2,Good,27,Diamond range,4,Copper range,2,Needs Improvement
E1001395,45,Middle-aged labor group,Female,Married,4,Master,Life Sciences,Sales Executive,2,Medium,4,Very High,3,Better,15,Gold range,10,Silver range,2,Needs Improvement
E1001396,52,Old labor group,Male,Single,4,Master,Life Sciences,Healthcare Representative,2,Medium,4,Very High,3,Better,18,Gold range,6,Silver range,2,Needs Improvement
E1001397,38,Main labor group,Male,Divorced,4,Master,Marketing,Sales Executive,3,High,2,Medium,3,Better,9,Silver range,7,Silver range,3,Meet Expectation
E1001398,29,Main labor group,Female,Divorced,4,Master,Life Sciences,Manager R&D,3,High,1,Low,3,Better,11,Gold range,5,Copper range,4,Exceed Expectation
E1001399,28,Main labor group,Female,Divorced,3,Bachelor,Medical,Manufacturing Director,4,Very High,2,Medium,2,Good,10,Silver range,7,Silver range,3,Meet Expectation
E1001402,46,Middle-aged labor group,Male,Married,1,Below College,Marketing,Manager,1,Low,4,Very High,3,Better,23,Diamond range,9,Silver range,2,Needs Improvement
E1001403,38,Main labor group,Male,Single,2,College,Marketing,Sales Executive,4,Very High,3,High,3,Better,10,Silver range,0,no exps,3,Meet Expectation
E1001405,39,Main labor group,Male,Divorced,3,Bachelor,Life Sciences,Healthcare Representative,1,Low,4,Very High,3,Better,21,Diamond range,7,Silver range,2,Needs Improvement
E1001406,40,Main labor group,Male,Single,3,Bachelor,Medical,Manager R&D,3,High,1,Low,4,Best,21,Diamond range,7,Silver range,3,Meet Expectation
E1001410,39,Main labor group,Male,Single,3,Bachelor,Life Sciences,Laboratory Technician,3,High,3,High,2,Good,9,Silver range,4,Copper range,3,Meet Expectation
E1001411,36,Main labor group,Male,Single,4,Master,Life Sciences,Manufacturing Director,1,Low,1,Low,3,Better,18,Gold range,9,Silver range,3,Meet Expectation
E1001413,31,Main labor group,Male,Married,3,Bachelor,Life Sciences,Sales Representative,3,High,1,Low,3,Better,3,Copper range,2,Copper range,3,Meet Expectation
E1001414,28,Main labor group,Male,Married,1,Below College,Life Sciences,Manager R&D,1,Low,1,Low,1,Bad,6,Silver range,3,Copper range,3,Meet Expectation
E1001415,35,Main labor group,Male,Divorced,2,College,Marketing,Sales Executive,4,Very High,4,Very High,3,Better,5,Copper range,2,Copper range,3,Meet Expectation
E1001416,49,Middle-aged labor group,Male,Married,4,Master,Technical Degree,Sales Executive,4,Very High,2,Medium,3,Better,22,Diamond range,8,Silver range,3,Meet Expectation
E1001418,34,Main labor group,Male,Single,2,College,Life Sciences,Manager R&D,4,Very High,4,Very High,2,Good,5,Copper range,2,Copper range,3,Meet Expectation
E1001421,29,Main labor group,Female,Divorced,3,Bachelor,Life Sciences,Research Scientist,4,Very High,4,Very High,2,Good,8,Silver range,5,Copper range,3,Meet Expectation
E1001426,42,Middle-aged labor group,Male,Single,3,Bachelor,Medical,Laboratory Technician,2,Medium,1,Low,3,Better,16,Gold range,0,no exps,3,Meet Expectation
E1001428,29,Main labor group,Male,Married,1,Below College,Medical,Manufacturing Director,2,Medium,3,High,2,Good,10,Silver range,7,Silver range,2,Needs Improvement
E1001432,28,Main labor group,Male,Divorced,3,Bachelor,Life Sciences,Research Scientist,3,High,4,Very High,3,Better,3,Copper range,1,Copper range,3,Meet Expectation
E1001434,18,Young labor group,Male,Single,1,Below College,Medical,Laboratory Technician,3,High,4,Very High,3,Better,0,no exps,0,no exps,3,Meet Expectation
E1001435,33,Main labor group,Female,Single,4,Master,Marketing,Sales Executive,1,Low,1,Low,3,Better,6,Silver range,2,Copper range,3,Meet Expectation
E1001436,41,Middle-aged labor group,Male,Married,4,Master,Life Sciences,Laboratory Technician,2,Medium,1,Low,3,Better,6,Silver range,0,no exps,3,Meet Expectation
E1001438,31,Main labor group,Male,Married,3,Bachelor,Medical,Laboratory Technician,3,High,3,High,2,Good,2,Copper range,2,Copper range,3,Meet Expectation
E1001439,37,Main labor group,Female,Divorced,2,College,Medical,Healthcare Representative,3,High,3,High,3,Better,9,Silver range,2,Copper range,3,Meet Expectation
E1001440,27,Main labor group,Male,Married,3,Bachelor,Life Sciences,Research Scientist,4,Very High,3,High,3,Better,4,Copper range,2,Copper range,3,Meet Expectation
E1001441,34,Main labor group,Female,Married,1,Below College,Life Sciences,Sales Executive,2,Medium,1,Low,2,Good,6,Silver range,5,Copper range,2,Needs Improvement
E1001442,35,Main labor group,Male,Single,4,Master,Technical Degree,Human Resources,3,High,2,Medium,1,Bad,6,Silver range,4,Copper range,2,Needs Improvement
E1001443,29,Main labor group,Female,Married,1,Below College,Life Sciences,Sales Executive,4,Very High,1,Low,1,Bad,11,Gold range,8,Silver range,2,Needs Improvement
E1001444,40,Main labor group,Female,Single,4,Master,Medical,Research Director,2,Medium,3,High,2,Good,20,Gold range,7,Silver range,2,Needs Improvement
E1001445,42,Middle-aged labor group,Male,Single,3,Bachelor,Life Sciences,Sales Executive,3,High,2,Medium,2,Good,22,Diamond range,9,Silver range,3,Meet Expectation
E1001449,42,Middle-aged labor group,Male,Single,4,Master,Marketing,Sales Executive,2,Medium,4,Very High,4,Best,9,Silver range,4,Copper range,4,Exceed Expectation
E1001451,24,Young labor group,Male,Single,3,Bachelor,Medical,Laboratory Technician,4,Very High,4,Very High,3,Better,6,Silver range,3,Copper range,4,Exceed Expectation
E1001453,28,Main labor group,Female,Married,1,Below College,Life Sciences,Manager R&D,3,High,4,Very High,2,Good,1,Copper range,1,Copper range,3,Meet Expectation
E1001455,26,Main labor group,Male,Married,4,Master,Medical,Manager R&D,1,Low,2,Medium,3,Better,8,Silver range,7,Silver range,3,Meet Expectation
E1001457,30,Main labor group,Male,Married,3,Bachelor,Marketing,Sales Executive,3,High,1,Low,3,Better,10,Silver range,3,Copper range,3,Meet Expectation
E1001458,40,Main labor group,Female,Married,2,College,Medical,Research Scientist,3,High,4,Very High,1,Bad,16,Gold range,1,Copper range,3,Meet Expectation
E1001460,35,Main labor group,Male,Divorced,3,Bachelor,Life Sciences,Manufacturing Director,3,High,2,Medium,4,Best,15,Gold range,7,Silver range,3,Meet Expectation
E1001462,34,Main labor group,Male,Single,3,Bachelor,Medical,Healthcare Representative,4,Very High,3,High,3,Better,14,Gold range,9,Silver range,5,Outstanding
E1001463,35,Main labor group,Male,Married,4,Master,Other,Laboratory Technician,4,Very High,2,Medium,4,Best,2,Copper range,2,Copper range,3,Meet Expectation
E1001466,43,Middle-aged labor group,Female,Single,3,Bachelor,Marketing,Sales Executive,1,Low,2,Medium,2,Good,7,Silver range,3,Copper range,2,Needs Improvement
E1001468,32,Main labor group,Female,Divorced,1,Below College,Life Sciences,Sales Representative,3,High,3,High,3,Better,1,Copper range,0,no exps,3,Meet Expectation
E1001469,56,Old labor group,Female,Divorced,4,Master,Technical Degree,Manager,4,Very High,4,Very High,3,Better,28,Diamond range,2,Copper range,3,Meet Expectation
E1001470,29,Main labor group,Female,Married,1,Below College,Medical,Manager R&D,2,Medium,1,Low,3,Better,10,Silver range,8,Silver range,3,Meet Expectation
E1001471,19,Young labor group,Male,Single,2,College,Life Sciences,Research Scientist,3,High,3,High,3,Better,1,Copper range,1,Copper range,4,Exceed Expectation
E1001473,45,Middle-aged labor group,Female,Married,3,Bachelor,Medical,Manager R&D,1,Low,3,High,2,Good,7,Silver range,2,Copper range,3,Meet Expectation
E1001474,37,Main labor group,Female,Married,3,Bachelor,Life Sciences,Manufacturing Director,4,Very High,2,Medium,2,Good,14,Gold range,8,Silver range,3,Meet Expectation
E1001478,44,Middle-aged labor group,Male,Single,4,Master,Life Sciences,Manager R&D,3,High,3,High,3,Better,6,Silver range,4,Copper range,3,Meet Expectation
E1001479,53,Old labor group,Female,Divorced,2,College,Medical,Manager R&D,4,Very High,2,Medium,3,Better,26,Diamond range,7,Silver range,3,Meet Expectation
E1001481,22,Young labor group,Male,Married,4,Master,Life Sciences,Manager R&D,3,High,2,Medium,3,Better,1,Copper range,0,no exps,3,Meet Expectation
E1001482,46,Middle-aged labor group,Female,Married,3,Bachelor,Marketing,Manager,3,High,1,Low,3,Better,28,Diamond range,15,Gold range,4,Exceed Expectation
E1001484,44,Middle-aged labor group,Male,Single,3,Bachelor,Life Sciences,Research Scientist,4,Very High,4,Very High,3,Better,6,Silver range,0,no exps,3,Meet Expectation
E1001485,33,Main labor group,Male,Married,3,Bachelor,Human Resources,Human Resources,2,Medium,4,Very High,3,Better,5,Copper range,4,Copper range,2,Needs Improvement
E1001489,30,Main labor group,Male,Divorced,4,Master,Life Sciences,Sales Executive,3,High,3,High,3,Better,8,Silver range,3,Copper range,3,Meet Expectation
E1001490,40,Main labor group,Male,Married,4,Master,Medical,Sales Executive,2,Medium,4,Very High,3,Better,5,Copper range,0,no exps,3,Meet Expectation
E1001493,50,Middle-aged labor group,Female,Married,3,Bachelor,Medical,Manager R&D,4,Very High,3,High,3,Better,32,Diamond range,2,Copper range,4,Exceed Expectation
E1001495,46,Middle-aged labor group,Male,Married,2,College,Life Sciences,Manager R&D,4,Very High,1,Low,3,Better,25,Diamond range,2,Copper range,3,Meet Expectation
E1001496,35,Main labor group,Male,Married,4,Master,Life Sciences,Sales Executive,3,High,4,Very High,3,Better,15,Gold range,7,Silver range,3,Meet Expectation
E1001497,24,Young labor group,Female,Married,2,College,Life Sciences,Laboratory Technician,4,Very High,1,Low,1,Bad,1,Copper range,0,no exps,3,Meet Expectation
E1001498,33,Main labor group,Female,Married,3,Bachelor,Medical,Sales Executive,2,Medium,1,Low,2,Good,10,Silver range,7,Silver range,3,Meet Expectation
E1001499,36,Main labor group,Male,Divorced,4,Master,Life Sciences,Laboratory Technician,3,High,3,High,3,Better,7,Silver range,7,Silver range,3,Meet Expectation
E1001503,44,Middle-aged labor group,Male,Single,4,Master,Other,Research Scientist,4,Very High,2,Medium,3,Better,20,Gold range,11,Gold range,4,Exceed Expectation
E1001509,42,Middle-aged labor group,Male,Married,5,Doctor,Medical,Human Resources,4,Very High,1,Low,4,Best,10,Silver range,3,Copper range,4,Exceed Expectation
E1001512,32,Main labor group,Female,Married,3,Bachelor,Other,Laboratory Technician,3,High,3,High,3,Better,2,Copper range,2,Copper range,4,Exceed Expectation
